ONEW,Tc,NTC,Out,,,,,,,,,-14.197,14651.5
43.25,45.54,741.77,10, ,43.2390476190476,45.5552380952381,44.3971428571429,741.868095238095,4325,4554,4120.59131,-2.04408689999998,-4.33408689999998
43.25,45.53,741.86,10, ,43.1914285714286,45.5095238095238,44.3504761904762,742.111428571429,4325,4553,4119.31358,-2.0568642,-4.3368642
43.19,45.42,742.32,10, ,43.1438095238095,45.4676190476191,44.3057142857143,742.352380952381,4319,4542,4112.78296,-2.0621704,-4.2921704
43.19,45.45,742.59,10, ,43.102380952381,45.4185714285714,44.2604761904762,742.592380952381,4319,4545,4108.94977,-2.10050230000001,-4.36050230000001
43.13,45.37,742.75,10, ,43.0604761904762,45.3752380952381,44.2178571428571,742.831428571429,4313,4537,4106.67825,-2.06321749999999,-4.30321749999999
43.06,45.32,742.85,10, ,43.0157142857143,45.3347619047619,44.1752380952381,743.07,4306,4532,4105.25855,-2.0074145,-4.2674145
43.06,45.29,743.31,10, ,42.9738095238095,45.2866666666667,44.1302380952381,743.308571428571,4306,4529,4098.72793,-2.07272069999999,-4.30272069999999
43,45.08,743.59,10, ,42.9352380952381,45.2438095238095,44.0895238095238,743.565714285714,4300,4508,4094.75277,-2.05247229999999,-4.13247229999999
42.94,45.05,743.75,10, ,42.8966666666667,45.1990476190476,44.0478571428571,743.834285714286,4294,4505,4092.48125,-2.01518749999999,-4.12518749999999
42.88,45.13,743.85,10, ,42.8609523809524,45.1676190476191,44.0142857142857,744.090952380952,4288,4513,4091.06155,-1.9693845,-4.2193845
42.81,45.28,744.31,10, ,42.8252380952381,45.1390476190476,43.9821428571429,744.34,4281,4528,4084.53093,-1.96469069999999,-4.43469069999999
42.75,45.07,744.59,10, ,42.7895238095238,45.1171428571429,43.9533333333333,744.584761904762,4275,4507,4080.55577,-1.94444229999999,-4.26444229999999
42.63,44.94,744.75,10, ,42.7509523809524,45.0942857142857,43.9226190476191,744.827142857143,4263,4494,4078.28425,-1.84715749999999,-4.15715749999999
42.63,44.96,745.25,10, ,42.712380952381,45.0709523809524,43.8916666666667,745.048571428571,4263,4496,4071.18575,-1.91814249999999,-4.2481425
42.56,44.98,745.55,10, ,42.6704761904762,45.0380952380952,43.8542857142857,745.276666666667,4256,4498,4066.92665,-1.89073349999999,-4.31073349999999
42.5,44.99,745.73,10, ,42.6285714285714,45.0085714285714,43.8185714285714,745.509047619048,4250,4499,4064.37119,-1.8562881,-4.3462881
42.5,44.89,745.84,10, ,42.5871428571429,44.9814285714286,43.7842857142857,745.762857142857,4250,4489,4062.80952,-1.87190479999999,-4.26190479999999
42.5,44.94,746.3,10, ,42.5457142857143,44.9557142857143,43.7507142857143,746.010476190476,4250,4494,4056.2789,-1.93721099999999,-4.37721099999999
42.5,44.76,746.58,10, ,42.5042857142857,44.94,43.7221428571429,746.25380952381,4250,4476,4052.30374,-1.97696260000001,-4.23696260000001
42.5,44.96,746.75,10, ,42.4657142857143,44.9257142857143,43.6957142857143,746.495238095238,4250,4496,4049.89025,-2.0010975,-4.4610975
42.5,44.97,746.85,10, ,42.4266666666667,44.9028571428571,43.6647619047619,746.735238095238,4250,4497,4048.47055,-2.0152945,-4.4852945
42.5,45.08,746.91,10, ,42.3909523809524,44.87,43.6304761904762,746.955714285714,4250,4508,4047.61873,-2.02381269999998,-4.60381269999998
42.44,45.05,746.95,10, ,42.3580952380952,44.8452380952381,43.6016666666667,747.16380952381,4244,4505,4047.05085,-1.9694915,-4.5794915
42.38,44.93,746.97,10, ,42.3280952380952,44.8257142857143,43.5769047619048,747.365238095238,4238,4493,4046.76691,-1.9123309,-4.4623309
42.31,44.76,747.38,10, ,42.292380952381,44.7952380952381,43.5438095238095,747.562380952381,4231,4476,4040.94614,-1.9005386,-4.3505386
42.25,44.75,747.63,10, ,42.26,44.7671428571429,43.5135714285714,747.756666666667,4225,4475,4037.39689,-1.8760311,-4.3760311
42.19,44.75,748.18,10, ,42.2271428571429,44.7361904761905,43.4816666666667,747.968571428571,4219,4475,4029.58854,-1.89411459999999,-4.45411459999999
42.19,44.75,748.51,10, ,42.1914285714286,44.6985714285714,43.445,748.190952380952,4219,4475,4024.90353,-1.94096469999999,-4.50096469999999
42.13,44.75,748.7,10, ,42.1466666666667,44.6566666666667,43.4016666666667,748.400476190476,4213,4475,4022.2061,-1.90793900000001,-4.52793900000001
42.13,44.75,748.82,10, ,42.0961904761905,44.622380952381,43.3592857142857,748.621428571429,4213,4475,4020.50246,-1.9249754,-4.5449754
42.06,44.65,748.89,10, ,42.0395238095238,44.5728571428572,43.3061904761905,748.849047619048,4206,4465,4019.50867,-1.86491329999999,-4.45491329999999
42.06,44.59,748.94,10, ,41.9771428571429,44.5195238095238,43.2483333333333,749.080952380952,4206,4459,4018.79882,-1.8720118,-4.4020118
42.06,44.55,748.96,10, ,41.9147619047619,44.4590476190476,43.1869047619048,749.315238095238,4206,4455,4018.51488,-1.87485119999999,-4.36485119999999
42,44.53,748.98,10, ,41.852380952381,44.3990476190476,43.1257142857143,749.550952380952,4200,4453,4018.23094,-1.81769060000001,-4.34769060000001
41.88,44.32,749.39,10, ,41.7957142857143,44.3438095238095,43.0697619047619,749.787619047619,4188,4432,4012.41017,-1.75589829999999,-4.19589829999999
41.88,44.39,749.63,10, ,41.7423809523809,44.2961904761905,43.0192857142857,750.005714285714,4188,4439,4009.00289,-1.78997109999998,-4.29997109999998
41.81,44.34,750.18,10, ,41.6947619047619,44.2538095238095,42.9742857142857,750.212857142857,4181,4434,4001.19454,-1.79805459999998,-4.32805459999998
41.75,44.1,750.51,10, ,41.65,44.2138095238095,42.9319047619048,750.394285714286,4175,4410,3996.50953,-1.78490469999999,-4.13490469999999
41.56,44.06,750.7,10, ,41.602380952381,44.1709523809524,42.8866666666667,750.56,4156,4406,3993.8121,-1.62187900000001,-4.12187900000001
41.44,44.04,751.22,10, ,41.5547619047619,44.1166666666667,42.8357142857143,750.717142857143,4144,4404,3986.42966,-1.5757034,-4.1757034
41.31,43.92,751.53,10, ,41.5038095238095,44.0557142857143,42.7797619047619,750.887619047619,4131,4392,3982.02859,-1.48971409999998,-4.09971409999998
41.19,43.85,751.72,10, ,41.4533333333333,44.0047619047619,42.7290476190476,751.06619047619,4119,4385,3979.33116,-1.3966884,-4.0566884
41.19,43.81,751.83,10, ,41.4,43.9504761904762,42.6752380952381,751.249047619048,4119,4381,3977.76949,-1.41230509999999,-4.03230509999999
41.13,43.79,751.9,10, ,41.3495238095238,43.8990476190476,42.6242857142857,751.454285714286,4113,4379,3976.7757,-1.362243,-4.022243
41.19,43.77,751.94,10, ,41.3019047619048,43.8538095238095,42.5778571428572,751.672380952381,4119,4377,3976.20782,-1.4279218,-4.0079218
41.19,43.76,751.96,10, ,41.26,43.8219047619048,42.5409523809524,751.898571428572,4119,4376,3975.92388,-1.4307612,-4.0007612
41.25,43.86,751.98,10, ,41.2209523809524,43.7885714285714,42.5047619047619,752.129523809524,4125,4386,3975.63994,-1.49360059999999,-4.10360059999999
41.25,43.91,751.99,10, ,41.1852380952381,43.7585714285714,42.4719047619048,752.344285714286,4125,4391,3975.49797,-1.4950203,-4.1550203
41.19,43.85,751.99,10, ,41.1495238095238,43.7361904761905,42.4428571428571,752.568095238095,4119,4385,3975.49797,-1.4350203,-4.0950203
41.13,43.61,752,10, ,41.1228571428571,43.7133333333333,42.4180952380952,752.798095238095,4113,4361,3975.356,-1.37644,-3.85644
41.06,43.47,752.4,10, ,41.0990476190476,43.6804761904762,42.3897619047619,753.031428571429,4106,4347,3969.6772,-1.363228,-3.773228
41,43.58,752.64,10, ,41.0785714285714,43.6561904761905,42.367380952381,753.266666666667,4100,4358,3966.26992,-1.33730079999999,-3.91730079999999
40.94,43.45,752.78,10, ,41.0604761904762,43.6271428571428,42.3438095238095,753.521904761905,4094,4345,3964.28234,-1.29717659999998,-3.80717659999998
41,43.47,753.27,10, ,41.0395238095238,43.6052380952381,42.322380952381,753.789523809524,4100,4347,3957.32581,-1.4267419,-3.8967419
41,43.58,753.56,10, ,41.0214285714286,43.582380952381,42.3019047619048,754.083333333333,4100,4358,3953.20868,-1.46791319999998,-4.04791319999999
41,43.65,754.14,10, ,40.997619047619,43.5590476190476,42.2783333333333,754.392857142857,4100,4365,3944.97442,-1.5502558,-4.2002558
41.06,43.69,754.48,10, ,40.9738095238095,43.5261904761905,42.25,754.731428571429,4106,4369,3940.14744,-1.65852559999999,-4.28852559999999
41.06,43.71,754.69,10, ,40.9442857142857,43.4776190476191,42.2109523809524,755.086666666667,4106,4371,3937.16607,-1.68833930000001,-4.33833930000001
41,43.63,755.21,10, ,40.9114285714286,43.43,42.1707142857143,755.470952380952,4100,4363,3929.78363,-1.7021637,-4.3321637
41,43.58,755.53,10, ,40.8785714285714,43.3866666666667,42.1326190476191,755.873333333333,4100,4358,3925.24059,-1.74759409999999,-4.32759409999999
40.94,43.35,756.12,10, ,40.8485714285714,43.3561904761905,42.102380952381,756.304761904762,4094,4335,3916.86436,-1.77135639999999,-4.18135639999999
40.88,43.41,756.47,10, ,40.8219047619048,43.3280952380953,42.075,756.735238095238,4088,4341,3911.89541,-1.76104589999999,-4.29104589999999
40.81,43.24,757.08,10, ,40.8009523809524,43.2971428571429,42.0490476190476,757.164761904762,4081,4324,3903.23524,-1.7776476,-4.2076476
40.75,43.35,757.45,10, ,40.7828571428571,43.2738095238095,42.0283333333333,757.613333333333,4075,4335,3897.98235,-1.7701765,-4.3701765
40.75,43.31,758.07,10, ,40.7590476190476,43.25,42.0045238095238,758.053809523809,4075,4331,3889.18021,-1.8581979,-4.4181979
40.69,43.28,758.44,10, ,40.7323809523809,43.2166666666667,41.9745238095238,758.489523809524,4069,4328,3883.92732,-1.85072679999999,-4.44072679999999
40.69,43.07,759.07,10, ,40.7028571428571,43.177619047619,41.9402380952381,758.884285714286,4069,4307,3874.98321,-1.9401679,-4.3201679
40.63,42.84,759.44,10, ,40.6671428571429,43.1304761904762,41.8988095238095,759.254761904762,4063,4284,3869.73032,-1.9326968,-4.14269679999999
40.56,42.91,760.06,10, ,40.6285714285714,43.0738095238095,41.8511904761905,759.61,4056,4291,3860.92818,-1.95071819999999,-4.30071819999999
40.5,42.94,760.44,10, ,40.5871428571429,43.0204761904762,41.8038095238095,759.956666666667,4050,4294,3855.53332,-1.9446668,-4.3846668
40.5,42.97,761.06,10, ,40.542380952381,42.9695238095238,41.7559523809524,760.298095238095,4050,4297,3846.73118,-2.03268819999999,-4.50268819999999
40.5,42.88,761.44,10, ,40.4976190476191,42.9242857142857,41.7109523809524,760.617142857143,4050,4288,3841.33632,-2.0866368,-4.4666368
40.56,42.93,761.66,10, ,40.4557142857143,42.8685714285714,41.6621428571429,760.922857142857,4056,4293,3838.21298,-2.1778702,-4.5478702
40.56,42.96,762.2,10, ,40.4171428571429,42.8261904761905,41.6216666666667,761.201428571429,4056,4296,3830.5466,-2.254534,-4.654534
40.5,42.97,762.52,10, ,40.3785714285714,42.7766666666667,41.5776190476191,761.46380952381,4050,4297,3826.00356,-2.23996439999999,-4.70996439999999
40.44,42.88,762.71,10, ,40.34,42.732380952381,41.5361904761905,761.697619047619,4044,4288,3823.30613,-2.20693869999999,-4.64693869999999
40.38,42.83,762.43,10, ,40.3042857142857,42.682380952381,41.4933333333333,761.914285714286,4038,4283,3827.28129,-2.1071871,-4.55718709999999
40.31,42.7,762.26,10, ,40.2685714285714,42.6380952380952,41.4533333333333,762.100952380952,4031,4270,3829.69478,-2.01305219999998,-4.40305219999998
40.25,42.52,762.15,10, ,40.2328571428571,42.6114285714286,41.4221428571429,762.270476190476,4025,4252,3831.25645,-1.93743549999999,-4.20743549999999
40.13,42.51,762.49,10, ,40.2004761904762,42.5857142857143,41.3930952380952,762.429523809524,4013,4251,3826.42947,-1.8657053,-4.24570529999999
40.06,42.51,762.7,10, ,40.1676190476191,42.5514285714286,41.3595238095238,762.581904761905,4006,4251,3823.4481,-1.825519,-4.275519
40,42.4,762.82,10, ,40.1347619047619,42.5114285714286,41.3230952380952,762.711428571429,4000,4240,3821.74446,-1.7825554,-4.1825554
40,42.24,762.89,10, ,40.1019047619048,42.4780952380952,41.29,762.827142857143,4000,4224,3820.75067,-1.79249329999999,-4.03249329999999
40,42.35,762.93,10, ,40.0633333333333,42.4342857142857,41.2488095238095,762.95380952381,4000,4235,3820.18279,-1.79817209999999,-4.14817209999999
39.94,42.31,762.96,10, ,40.0247619047619,42.3933333333333,41.2090476190476,763.067619047619,3994,4231,3819.75688,-1.74243119999999,-4.11243119999999
39.94,42.38,762.98,10, ,39.9861904761905,42.3547619047619,41.1704761904762,763.174285714286,3994,4238,3819.47294,-1.7452706,-4.1852706
39.94,42.23,762.99,10, ,39.947619047619,42.3176190476191,41.1326190476191,763.295238095238,3994,4223,3819.33097,-1.74669029999999,-4.03669029999999
39.94,42.14,762.99,10, ,39.9085714285714,42.2761904761905,41.092380952381,763.44380952381,3994,4214,3819.33097,-1.74669029999999,-3.94669029999999
39.88,42.28,763,10, ,39.87,42.2419047619048,41.0559523809524,763.609047619048,3988,4228,3819.189,-1.68811,-4.08811
39.88,42.37,763.4,10, ,39.8342857142857,42.2119047619048,41.0230952380952,763.803809523809,3988,4237,3813.5102,-1.744898,-4.23489799999999
39.81,42.22,763.64,10, ,39.8014285714286,42.17,40.9857142857143,763.996666666667,3981,4222,3810.10292,-1.70897079999999,-4.11897079999999
39.81,42.13,763.78,10, ,39.7719047619048,42.1304761904762,40.9511904761905,764.188571428571,3981,4213,3808.11534,-1.7288466,-4.0488466
39.81,42.18,763.87,10, ,39.742380952381,42.0976190476191,40.92,764.38,3981,4218,3806.83761,-1.7416239,-4.1116239
39.75,42.01,764.32,10, ,39.7128571428571,42.0728571428572,40.8928571428571,764.570952380952,3975,4201,3800.44896,-1.7455104,-4.0055104
39.75,42.1,764.59,10, ,39.6833333333333,42.0433333333333,40.8633333333333,764.780952380953,3975,4210,3796.61577,-1.7838423,-4.1338423
39.69,42.16,764.76,10, ,39.6533333333333,42.0209523809524,40.8371428571429,765.001904761905,3969,4216,3794.20228,-1.74797719999999,-4.21797719999999
39.63,42.1,765.25,10, ,39.6233333333333,41.9933333333333,40.8083333333333,765.229523809524,3963,4210,3787.24575,-1.7575425,-4.2275425
39.56,41.96,765.55,10, ,39.5933333333333,41.9719047619048,40.7826190476191,765.461428571429,3956,4196,3782.98665,-1.73013349999999,-4.13013349999999
39.5,41.98,765.73,10, ,39.5633333333333,41.9542857142857,40.7588095238095,765.714761904762,3950,4198,3780.43119,-1.69568809999999,-4.17568809999999
39.5,41.89,766.24,10, ,39.5333333333333,41.9247619047619,40.7290476190476,765.980952380953,3950,4189,3773.19072,-1.76809279999999,-4.1580928
39.44,41.63,766.54,10, ,39.5033333333333,41.8833333333333,40.6933333333333,766.235714285714,3944,4163,3768.93162,-1.75068379999999,-3.94068379999999
39.44,41.68,766.73,10, ,39.4766666666667,41.8490476190476,40.6628571428571,766.48380952381,3944,4168,3766.23419,-1.77765809999999,-4.01765809999999
39.38,41.71,766.84,10, ,39.4471428571428,41.8190476190476,40.6330952380952,766.728095238095,3938,4171,3764.67252,-1.7332748,-4.0632748
39.38,41.72,766.9,10, ,39.417619047619,41.7866666666667,40.6021428571429,766.97,3938,4172,3763.8207,-1.741793,-4.081793
39.38,41.73,767.34,10, ,39.3909523809524,41.762380952381,40.5766666666667,767.191428571429,3938,4173,3757.57402,-1.8042598,-4.1542598
39.31,41.84,767.6,10, ,39.3614285714286,41.7338095238095,40.5476190476191,767.419523809524,3931,4184,3753.8828,-1.77117200000001,-4.30117200000001
39.31,41.8,767.76,10, ,39.3347619047619,41.702380952381,40.5185714285714,767.651428571429,3931,4180,3751.61128,-1.79388719999999,-4.28388719999999
39.31,41.78,767.86,10, ,39.3109523809524,41.6738095238095,40.492380952381,767.867142857143,3931,4178,3750.19158,-1.80808419999999,-4.27808419999999
39.31,41.77,768.31,10, ,39.2904761904762,41.6519047619048,40.4711904761905,768.072857142857,3931,4177,3743.80293,-1.87197069999998,-4.33197069999998
39.25,41.66,768.59,10, ,39.2728571428571,41.6290476190476,40.4509523809524,768.272380952381,3925,4166,3739.82777,-1.8517223,-4.2617223
39.25,41.5,768.75,10, ,39.2519047619048,41.6009523809524,40.4264285714286,768.449047619048,3925,4150,3737.55625,-1.87443749999999,-4.12443749999999
39.25,41.5,768.85,10, ,39.2338095238095,41.5842857142857,40.4090476190476,768.612380952381,3925,4150,3736.13655,-1.88863449999999,-4.13863449999999
39.19,41.5,768.91,10, ,39.2157142857143,41.5647619047619,40.3902380952381,768.767142857143,3919,4150,3735.28473,-1.83715269999999,-4.14715269999999
39.19,41.5,768.95,10, ,39.2004761904762,41.5480952380952,40.3742857142857,768.936190476191,3919,4150,3734.71685,-1.84283149999999,-4.15283149999999
39.19,41.5,768.97,10, ,39.1823809523809,41.5290476190476,40.3557142857143,769.113809523809,3919,4150,3734.43291,-1.8456709,-4.15567090000001
39.13,41.5,769.38,10, ,39.1642857142857,41.5080952380952,40.3361904761905,769.277619047619,3913,4150,3728.61214,-1.84387859999999,-4.21387859999999
39.13,41.5,769.63,10, ,39.1466666666667,41.4714285714286,40.3090476190476,769.433333333333,3913,4150,3725.06289,-1.87937109999999,-4.24937109999999
39.13,41.5,769.78,10, ,39.1261904761905,41.44,40.2830952380952,769.58380952381,3913,4150,3722.93334,-1.90066659999999,-4.27066659999999
39.13,41.5,769.87,10, ,39.1057142857143,41.4119047619048,40.2588095238095,769.75,3913,4150,3721.65561,-1.91344390000001,-4.2834439
39.13,41.5,769.92,10, ,39.0852380952381,41.3804761904762,40.2328571428571,769.907142857143,3913,4150,3720.94576,-1.9205424,-4.2905424
39.06,41.3,769.95,10, ,39.0642857142857,41.352380952381,40.2083333333333,770.058571428572,3906,4130,3720.51985,-1.85480149999999,-4.09480149999999
39.06,41.28,769.97,10, ,39.0433333333333,41.3304761904762,40.1869047619048,770.206666666667,3906,4128,3720.23591,-1.85764090000001,-4.07764090000001
39.06,41.27,769.98,10, ,39.0195238095238,41.307619047619,40.1635714285714,770.352857142857,3906,4127,3720.09394,-1.85906059999999,-4.06906059999999
39.06,41.36,770.39,10, ,38.9985714285714,41.2842857142857,40.1414285714286,770.516666666667,3906,4136,3714.27317,-1.9172683,-4.2172683
39,41.32,770.63,10, ,38.977619047619,41.2609523809524,40.1192857142857,770.690952380952,3900,4132,3710.86589,-1.89134109999999,-4.21134109999999
39,41.29,770.78,10, ,38.9566666666667,41.242380952381,40.0995238095238,770.871904761905,3900,4129,3708.73634,-1.91263659999999,-4.20263659999999
38.94,41.07,770.87,10, ,38.9385714285714,41.2214285714286,40.08,771.037619047619,3894,4107,3707.45861,-1.8654139,-3.9954139
38.88,41.14,770.92,10, ,38.9176190476191,41.1995238095238,40.0585714285714,771.194285714286,3888,4114,3706.74876,-1.8125124,-4.0725124
38.88,41.19,771.35,10, ,38.8966666666667,41.1671428571429,40.0319047619048,771.345238095238,3888,4119,3700.64405,-1.8735595,-4.18355949999999
38.88,41.11,771.61,10, ,38.8728571428571,41.1428571428572,40.0078571428571,771.492857142857,3888,4111,3696.95283,-1.9104717,-4.1404717
38.81,41.07,771.77,10, ,38.8490476190476,41.1142857142857,39.9816666666667,771.638571428571,3881,4107,3694.68131,-1.86318689999998,-4.12318689999998
38.81,41.04,771.86,10, ,38.8285714285714,41.092380952381,39.9604761904762,771.783333333333,3881,4104,3693.40358,-1.8759642,-4.1059642
38.75,41.02,771.92,10, ,38.8047619047619,41.0695238095238,39.9371428571429,771.927142857143,3875,4102,3692.55176,-1.82448239999998,-4.09448239999998
38.75,41.01,772.35,10, ,38.7809523809524,41.0461904761905,39.9135714285714,772.070952380952,3875,4101,3686.44705,-1.88552949999999,-4.14552949999999
38.75,41.01,772.61,10, ,38.7571428571429,41.0228571428571,39.89,772.195238095238,3875,4101,3682.75583,-1.9224417,-4.1824417
38.75,41.11,772.77,10, ,38.7361904761905,40.9990476190476,39.867619047619,772.308095238095,3875,4111,3680.48431,-1.94515689999998,-4.30515689999998
38.75,41.06,772.86,10, ,38.712380952381,40.9752380952381,39.8438095238095,772.41380952381,3875,4106,3679.20658,-1.9579342,-4.2679342
38.69,41.04,772.92,10, ,38.6914285714286,40.9614285714286,39.8264285714286,772.515238095238,3869,4104,3678.35476,-1.90645239999998,-4.25645239999998
38.69,40.82,772.95,10, ,38.6733333333333,40.9438095238095,39.8085714285714,772.633333333333,3869,4082,3677.92885,-1.9107115,-4.0407115
38.63,40.99,772.97,10, ,38.6552380952381,40.9233333333333,39.7892857142857,772.742380952381,3863,4099,3677.64491,-1.8535509,-4.21355089999999
38.63,40.9,772.98,10, ,38.6342857142857,40.9066666666667,39.7704761904762,772.845714285714,3863,4090,3677.50294,-1.8549706,-4.1249706
38.63,40.84,772.99,10, ,38.6166666666667,40.8914285714286,39.7540476190476,772.945714285714,3863,4084,3677.36097,-1.85639030000001,-4.06639030000001
38.56,40.8,772.99,10, ,38.5961904761905,40.877619047619,39.7369047619048,773.04380952381,3856,4080,3677.36097,-1.7863903,-4.0263903
38.56,40.78,773,10, ,38.5752380952381,40.8647619047619,39.72,773.159523809524,3856,4078,3677.219,-1.78780999999999,-4.00780999999999
38.56,40.87,773,10, ,38.5542857142857,40.8476190476191,39.7009523809524,773.267142857143,3856,4087,3677.219,-1.78780999999999,-4.09780999999999
38.56,40.82,773,10, ,38.5333333333333,40.827619047619,39.6804761904762,773.37,3856,4082,3677.219,-1.78780999999999,-4.04780999999999
38.5,40.79,773,10, ,38.5095238095238,40.8057142857143,39.657619047619,773.469523809524,3850,4079,3677.219,-1.72780999999999,-4.01780999999999
38.5,40.78,773,10, ,38.4857142857143,40.7833333333333,39.6345238095238,773.567619047619,3850,4078,3677.219,-1.72780999999999,-4.00780999999999
38.5,40.77,773.4,10, ,38.4647619047619,40.7557142857143,39.6102380952381,773.664285714286,3850,4077,3671.5402,-1.78459799999999,-4.05459799999999
38.5,40.76,773.64,10, ,38.4438095238095,40.7390476190476,39.5914285714286,773.760476190476,3850,4076,3668.13292,-1.8186708,-4.0786708
38.44,40.76,773.78,10, ,38.4228571428571,40.7147619047619,39.5688095238095,773.85619047619,3844,4076,3666.14534,-1.77854659999999,-4.09854659999999
38.44,40.75,773.87,10, ,38.4019047619048,40.6952380952381,39.5485714285714,773.951904761905,3844,4075,3664.86761,-1.79132389999999,-4.10132389999999
38.38,40.75,773.92,10, ,38.3809523809524,40.6785714285714,39.5297619047619,774.047142857143,3838,4075,3664.15776,-1.73842239999999,-4.10842239999998
38.31,40.75,774.35,10, ,38.3604761904762,40.6690476190476,39.5147619047619,774.142857142857,3831,4075,3658.05305,-1.7294695,-4.1694695
38.31,40.65,774.61,10, ,38.34,40.6633333333333,39.5016666666667,774.238095238095,3831,4065,3654.36183,-1.7663817,-4.1063817
38.31,40.59,774.77,10, ,38.3195238095238,40.6452380952381,39.4823809523809,774.333333333333,3831,4059,3652.09031,-1.78909689999999,-4.06909689999999
38.25,40.65,774.86,10, ,38.2957142857143,40.6252380952381,39.4604761904762,774.428571428571,3825,4065,3650.81258,-1.7418742,-4.1418742
38.25,40.59,774.92,10, ,38.2747619047619,40.6085714285714,39.4416666666667,774.542857142857,3825,4059,3649.96076,-1.75039239999998,-4.09039239999999
38.25,40.46,774.95,10, ,38.2538095238095,40.5885714285714,39.4211904761905,774.668571428571,3825,4046,3649.53485,-1.7546515,-3.9646515
38.25,40.47,774.97,10, ,38.23,40.5671428571429,39.3985714285714,774.781904761905,3825,4047,3649.25091,-1.75749089999999,-3.97749089999999
38.19,40.48,774.98,10, ,38.2033333333333,40.5447619047619,39.3740476190476,774.888095238095,3819,4048,3649.10894,-1.6989106,-3.98891059999999
38.19,40.49,774.99,10, ,38.1795238095238,40.5214285714286,39.3504761904762,774.99,3819,4049,3648.96697,-1.70033029999999,-4.00033029999999
38.19,40.49,774.99,10, ,38.1557142857143,40.4980952380952,39.3269047619048,775.089047619048,3819,4049,3648.96697,-1.70033029999999,-4.00033029999999
38.13,40.6,775,10, ,38.1319047619048,40.4747619047619,39.3033333333333,775.186666666667,3813,4060,3648.825,-1.64175,-4.11174999999999
38.13,40.66,775,10, ,38.1114285714286,40.4561904761905,39.2838095238095,775.264285714286,3813,4066,3648.825,-1.64175,-4.17174999999999
38.13,40.49,775,10, ,38.0909523809524,40.4352380952381,39.2630952380952,775.33,3813,4049,3648.825,-1.64175,-4.00174999999999
38.06,40.4,775,10, ,38.0671428571428,40.4180952380952,39.242619047619,775.407142857143,3806,4040,3648.825,-1.57174999999999,-3.91174999999999
38.06,40.44,775.4,10, ,38.0461904761905,40.3938095238095,39.22,775.491904761905,3806,4044,3643.1462,-1.62853799999999,-4.00853799999999
38.06,40.36,775.64,10, ,38.0252380952381,40.3695238095238,39.1973809523809,775.580476190476,3806,4036,3639.73892,-1.66261079999998,-3.96261079999998
38,40.32,775.78,10, ,38.0042857142857,40.35,39.1771428571429,775.671904761905,3800,4032,3637.75134,-1.62248659999999,-3.94248659999999
37.94,40.29,775.87,10, ,37.9804761904762,40.3290476190476,39.1547619047619,775.764761904762,3794,4029,3636.47361,-1.57526389999999,-3.92526389999999
37.94,40.27,775.92,10, ,37.9595238095238,40.3166666666667,39.1380952380952,775.858571428572,3794,4027,3635.76376,-1.58236239999998,-3.91236239999999
37.94,40.26,775.95,10, ,37.9385714285714,40.3042857142857,39.1214285714286,775.952857142857,3794,4026,3635.33785,-1.5866215,-3.9066215
37.88,40.26,775.97,10, ,37.917619047619,40.292380952381,39.105,776.066666666667,3788,4026,3635.05391,-1.5294609,-3.90946089999999
37.88,40.36,775.98,10, ,37.8995238095238,40.2752380952381,39.087380952381,776.191904761905,3788,4036,3634.91194,-1.53088060000001,-4.0108806
37.88,40.21,775.99,10, ,37.8785714285714,40.2509523809524,39.0647619047619,776.324285714286,3788,4021,3634.76997,-1.53230029999999,-3.86230029999999
37.81,40.23,776.39,10, ,37.857619047619,40.2319047619048,39.0447619047619,776.48,3781,4023,3629.09117,-1.51908829999998,-3.93908829999998
37.81,40.14,776.64,10, ,37.84,40.22,39.03,776.649523809524,3781,4014,3625.54192,-1.55458079999999,-3.88458079999998
37.81,40.08,776.78,10, ,37.822380952381,40.2128571428572,39.017619047619,776.808571428571,3781,4008,3623.55434,-1.57445659999999,-3.84445659999999
37.81,40.05,776.87,10, ,37.8019047619048,40.2038095238095,39.0028571428571,776.960952380952,3781,4005,3622.27661,-1.58723389999999,-3.82723389999999
37.75,40.03,776.92,10, ,37.7842857142857,40.1980952380952,38.9911904761905,777.11,3775,4003,3621.56676,-1.53433239999998,-3.81433239999998
37.75,40.22,776.95,10, ,37.7695238095238,40.19,38.9797619047619,777.275238095238,3775,4022,3621.14085,-1.5385915,-4.0085915
37.75,40.23,776.97,10, ,37.7514285714286,40.1757142857143,38.9635714285714,777.450952380953,3775,4023,3620.85691,-1.5414309,-4.02143089999999
37.75,40.24,777.38,10, ,37.7333333333333,40.162380952381,38.9478571428571,777.632380952381,3775,4024,3615.03614,-1.5996386,-4.0896386
37.75,40.24,777.63,10, ,37.7180952380952,40.1447619047619,38.9314285714286,777.817619047619,3775,4024,3611.48689,-1.6351311,-4.1251311
37.69,40.15,777.78,10, ,37.7,40.1195238095238,38.9097619047619,778.004761904762,3769,4015,3609.35734,-1.5964266,-4.0564266
37.69,40.09,778.27,10, ,37.6819047619048,40.1047619047619,38.8933333333333,778.212380952381,3769,4009,3602.40081,-1.66599189999999,-4.0659919
37.69,40.15,778.56,10, ,37.6642857142857,40.0861904761905,38.8752380952381,778.413333333333,3769,4015,3598.28368,-1.70716319999998,-4.16716319999998
